Unnamed: 0,db_path,generated_sql,gold_sql,question,isCorrect,response
481,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T2.student_id, T1.student_id FROM Students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id","SELECT T1.teacher_details ,  T3.student_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id JOIN Students AS T3 ON T2.student_id  =  T3.student_id",List the details for all the pairs of teachers and students who are in the same class.,False,"SELECT T2.student_details,  T1.student_details FROM Students AS T1 JOIN Students_Addresses AS T2 ON T1.student_id  =  T2.student_id"
482,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.teacher_details, T1.student_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id","SELECT T1.teacher_details ,  T3.student_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id JOIN Students AS T3 ON T2.student_id  =  T3.student_id",What are the pairs of teachers and students who are in the same class? Give me the pairs of their details.,False,"SELECT T1.teacher_details,  T2.student_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id"
483,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT count(*),  T1.teacher_id FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id GROUP BY T1.teacher_id ORDER BY count(*) DESC LIMIT 1","SELECT count(*) ,  teacher_id FROM Classes GROUP BY teacher_id ORDER BY count(*) DESC LIMIT 1",How many courses do teachers teach at most? Also find the id of the teacher who teaches the most.,True,"SELECT count(*),  T1.teacher_id FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id GROUP BY T1.teacher_id ORDER BY count(*) DESC LIMIT 1"
484,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.teacher_id,  count(*) FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id GROUP BY T1.teacher_id ORDER BY count(*) DESC LIMIT 1","SELECT count(*) ,  teacher_id FROM Classes GROUP BY teacher_id ORDER BY count(*) DESC LIMIT 1",Which teacher teaches the most courses? Give me the id of the teacher and the number of courses he or she teaches.,False,"SELECT T1.teacher_id,  count(*) FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id GROUP BY T1.teacher_id ORDER BY count(*) DESC LIMIT 1"
485,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT count(*), student_id FROM Students GROUP BY student_id ORDER BY count(*) DESC LIMIT 1","SELECT count(*) ,  student_id FROM Classes GROUP BY student_id ORDER BY count(*) DESC LIMIT 1",How many courses do students take at most? Also find the id of the student who takes the most courses.,False,"SELECT count(*),  student_id FROM Students GROUP BY student_id ORDER BY count(*) DESC LIMIT 1"
486,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.student_id,  count(*) FROM students AS T1 JOIN classes AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1","SELECT count(*) ,  student_id FROM Classes GROUP BY student_id ORDER BY count(*) DESC LIMIT 1",Which student is taking the most courses? Give me the id of the student and the number of courses he or she is taking.,False,"SELECT T1.student_id,  count(*) FROM students AS T1 JOIN classes AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1"
487,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT student_id, student_details FROM Students WHERE student_id IN (SELECT T2.student_id FROM Behaviour_monitoring AS T1 JOIN Students AS T2 ON T1.student_id = T2.student_id GROUP BY T1.student_id HAVING count(*) = 2)","SELECT T1.student_id ,  T1.student_details FROM Students AS T1 JOIN Classes AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2",Which students take 2 courses? List student id and details.,False,"SELECT student_id,  student_details FROM Students WHERE student_id IN ( SELECT T2.student_id FROM Behaviour_monitoring AS T1 JOIN Students AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2"
488,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT student_id,  student_details FROM Students WHERE student_id IN (SELECT student_id FROM Students GROUP BY student_id HAVING count(*)  =  2)","SELECT T1.student_id ,  T1.student_details FROM Students AS T1 JOIN Classes AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2",What are the ids and details of the students who take 2 courses?,False,"SELECT student_id,  student_details FROM Students WHERE student_id IN (SELECT student_id FROM Students GROUP BY student_id HAVING count(*)  =  2)"
489,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT detention_type_code,  detention_type_description FROM Ref_detention_type ORDER BY detention_type_code ASC LIMIT 1","SELECT T1.detention_type_code ,  T2.detention_type_description FROM Detention AS T1 JOIN Ref_Detention_Type AS T2 ON T1.detention_type_code  =  T2.detention_type_code GROUP BY T1.detention_type_code ORDER BY count(*) ASC LIMIT 1",What is the least common detention type? Show the type code and the description.,False,"SELECT detention_type_code,  detention_type_description FROM Ref_detention_type ORDER BY count(*) ASC LIMIT 1"
490,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT detention_type_code,  detention_type_description FROM Ref_detention_type GROUP BY detention_type_code ORDER BY count(*) LIMIT 1","SELECT T1.detention_type_code ,  T2.detention_type_description FROM Detention AS T1 JOIN Ref_Detention_Type AS T2 ON T1.detention_type_code  =  T2.detention_type_code GROUP BY T1.detention_type_code ORDER BY count(*) ASC LIMIT 1",Give me the type code and description of the least common detention type.,False,"SELECT detention_type_code,  detention_type_description FROM Ref_detention_type GROUP BY detention_type_code ORDER BY count(*) LIMIT 1"
491,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.student_details,  T1.bio_data,  T2.student_loan_id,  T1.student_details  FROM Students AS T1  JOIN Student_loans AS T2  ON T1.student_id  =  T2.student_id  WHERE T2.student_loan_id  >       (SELECT avg(student_loan_id) FROM Student_loans)","SELECT T1.bio_data ,  T1.student_details FROM Students AS T1 JOIN Student_Loans AS T2 ON T1.student_id  =  T2.student_id WHERE T2.amount_of_loan  >  ( SELECT avg(amount_of_loan) FROM Student_Loans )",Which students have a student loan more than the average amount? List the students' biographical data and the details.,False,"SELECT T1.student_details,  T1.bio_data,  T2.student_loan_id,  T1.student_details FROM Students AS T1 JOIN Student_loans AS T2 ON T1.student_id  =  T2.student_id WHERE T2.student_loan_id  >  (SELECT avg(student_loan_id) FROM Student_loans)"
492,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T1.student_details,  T2.student_loan_id,  T1.student_id  FROM Students AS T1  JOIN Student_loans AS T2 ON T1.student_id  =  T2.student_id","SELECT T1.bio_data ,  T1.student_details FROM Students AS T1 JOIN Student_Loans AS T2 ON T1.student_id  =  T2.student_id WHERE T2.amount_of_loan  >  ( SELECT avg(amount_of_loan) FROM Student_Loans )",Find the biographical data and details for students whose student loan is above the average amount.,False,"SELECT T1.student_details,  T2.student_loan_id,  T1.student_id FROM Students AS T1 JOIN Student_loans AS T2 ON T1.student_id  =  T2.student_id"
493,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT date_of_loan FROM Student_Loans ORDER BY date_of_loan,SELECT date_of_loan FROM Student_Loans ORDER BY date_of_loan ASC LIMIT 1,When was the earliest date of loan?,False,SELECT date_of_loan FROM Student_Loans ORDER BY date_of_loan
494,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT date_of_transcript FROM TRANSCRIPTS ORDER BY date_of_transcript,SELECT date_of_loan FROM Student_Loans ORDER BY date_of_loan ASC LIMIT 1,Return the earliest date of loan in the record.,False,SELECT date_of_transcript FROM TRANSCRIPTS ORDER BY date_of_transcript
495,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT T2.bio_data,  T2.student_details FROM student_loans AS T1 JOIN Students AS T2 ON T1.student_id  =  T2.student_id ORDER BY T1.amount_of_loan LIMIT 1",SELECT T1.bio_data FROM Students AS T1 JOIN Student_Loans AS T2 ON T1.student_id  =  T2.student_id ORDER BY T2.amount_of_loan ASC LIMIT 1,Which student has the loan with the minimum value? List the student's biographical information.,False,"SELECT T2.bio_data,  T2.student_details FROM student_loans AS T1 JOIN Students AS T2 ON T1.student_id  =  T2.student_id ORDER BY T1.amount_of_loan LIMIT 1"
496,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT student_details FROM Students ORDER BY amount_of_loan ASC LIMIT 1,SELECT T1.bio_data FROM Students AS T1 JOIN Student_Loans AS T2 ON T1.student_id  =  T2.student_id ORDER BY T2.amount_of_loan ASC LIMIT 1,Find the biographical information of the student with the smallest student loan.,False,SELECT student_details FROM Students ORDER BY amount_of_loan ASC LIMIT 1
497,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT date_of_transcript  FROM Student_loans  WHERE amount_of_loan  =  ( SELECT max(amount_of_loan) FROM Student_loans ),SELECT T1.date_of_transcript FROM Transcripts AS T1 JOIN Student_Loans AS T2 ON T1.student_id  =  T2.student_id ORDER BY T2.amount_of_loan DESC LIMIT 1,When was the transcript issued for the student with loan of maximum value?,False,SELECT date_of_transcript FROM Student_loans WHERE amount_of_loan  =  ( SELECT max(amount_of_loan) FROM Student_loans )
498,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT date_of_transcript FROM Student_Loans ORDER BY amount_of_loan DESC LIMIT 1,SELECT T1.date_of_transcript FROM Transcripts AS T1 JOIN Student_Loans AS T2 ON T1.student_id  =  T2.student_id ORDER BY T2.amount_of_loan DESC LIMIT 1,What is the transcript issuance date for the student with the largest amount of loan?,False,SELECT date_of_transcript FROM Student_Loans ORDER BY amount_of_loan DESC LIMIT 1
499,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT T1.teacher_details FROM Teachers AS T1 JOIN Students_addresses AS T2 ON T1.teacher_id = T2.student_id ORDER BY T2.date_from LIMIT 1,SELECT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id JOIN Transcripts AS T3 ON T2.student_id  =  T3.student_id ORDER BY T3.date_of_transcript ASC LIMIT 1,Which teachers have taught the student with the earliest transcript issuance? List the teacher details.,False,SELECT T1.teacher_details FROM Teachers AS T1 JOIN Students_addresses AS T2 ON T1.teacher_id = T2.student_id ORDER BY T2.date_from LIMIT 1
500,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,SELECT T2.* FROM students_addresses AS T1 JOIN students AS T2 ON T1.student_id  =  T2.student_id JOIN teachers AS T3 ON T3.teacher_id  =  T2.teacher_id ORDER BY T1.date_from LIMIT 1,SELECT T1.teacher_details FROM Teachers AS T1 JOIN Classes AS T2 ON T1.teacher_id  =  T2.teacher_id JOIN Transcripts AS T3 ON T2.student_id  =  T3.student_id ORDER BY T3.date_of_transcript ASC LIMIT 1,Find the details of the teachers who have taught the student with the earliest transcript issuance.,False,SELECT T2.teacher_details FROM students_addresses AS T1 JOIN students AS T2 ON T1.student_id  =  T2.student_id JOIN teachers AS T3 ON T3.teacher_id  =  T2.teacher_id ORDER BY T1.date_from LIMIT 1
501,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT student_id,  sum(amount_of_loan) FROM student_loans GROUP BY student_id","select student_id ,  sum(amount_of_loan) from student_loans group by student_id",How much total loan does each student have ? List the student ids and the amounts .,True,"SELECT student_id,  sum(amount_of_loan) FROM student_loans GROUP BY student_id"
502,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT student_id,  sum(amount_of_loan) FROM Student_Loans","SELECT student_id ,  sum(amount_of_loan) FROM Student_Loans GROUP BY student_id","For each student, find the student id and the total amount of loan he or she has.",False,"SELECT student_id,  sum(amount_of_loan) FROM Student_Loans"
503,spider_data/test_database/cre_Students_Information_Systems/cre_Students_Information_Systems.sqlite,"SELECT count(*),  T1.student_details,  T2.student_id FROM students AS T1 JOIN students_addresses AS T2 ON T1.student_id  =  T2.student_id","SELECT T1.student_id ,  T1.bio_data ,  count(*) FROM Students AS T1 JOIN Classes AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id","How many courses does each student take? List the student id, the student biographical data and the course count.",False,"SELECT count(*),  T1.student_details,  T2.student_id FROM students AS T1 JOIN students_addresses AS T2 ON T1.student_id  =  T2.student_id"
